no	brand	chinese_name	english_name	item	effect	image
559	SHISEIDO_資生堂	心機真型放電眼影	Maquillage Styling Eyes	眼影,	光澤,透亮,服貼,細緻,	https://pic.pimg.tw/styleme/1472027152-2506235393.jpg
565	SHISEIDO_資生堂	百優3次元回溯激活霜	Bio-Performance Advanced Super Restoring Cream	乳霜,	保濕,滋潤,抗老,	https://pic.pimg.tw/styleme/1443691943-894308743.jpg
571	SHISEIDO_資生堂	時尚色繪尚質修容	Luminizing Satin Face Color	腮紅修容,	透亮,服貼,細緻,	https://pic.pimg.tw/styleme/1443691969-749454897.jpg
577	SHISEIDO_資生堂	資生堂紅妍肌活露	Ultimune Power Infusing Concentrate	精華液,	保濕,抗老,修護,	https://pic.pimg.tw/styleme/1443692149-1520851154.jpg
580	SHISEIDO_資生堂	心機真型捲心頰紅	Maquillage True Cheek	腮紅修容,	服貼,顯色,	https://pic.pimg.tw/styleme/1443696289-2856138631.jpg
583	SHISEIDO_資生堂	美透白集中淡斑精華素+	White Lucent Intensive Spot Targeting Serum+	精華液,	美白,透亮,均勻膚色,淡斑,	https://pic.pimg.tw/styleme/1443694671-1249095860.jpg
586	SHISEIDO_資生堂	百優高透皙活力精萃	Bio-Performance Glow Revival Serum	精華液,	保濕,抗老,緊實,	https://pic.pimg.tw/styleme/1443694631-1441022413.jpg
589	SHISEIDO_資生堂	心機微晶蜜口紅	Essence Glamorous Rough	唇彩唇蜜,	保濕,光澤,	https://pic.pimg.tw/styleme/1443696328-3425401959.jpg
592	shu_uemura_植村秀	3D透感無瑕輕粉底 SPF18/PA++	SPF18 PA++ Face Architect Smooth Fit Fluid Foundation	粉底液,	保濕,防曬,遮瑕,	https://pic.pimg.tw/styleme/1443773382-2645357728.jpg
595	shu_uemura_植村秀	鑽石光粉底液	The Lightbulb Fuid Foundation Glow-Coverge-Comfort	粉底液,	保濕,長效持妝,遮瑕,	https://pic.pimg.tw/styleme/1443773359-1108144022.jpg
598	shu_uemura_植村秀	創藝無限腮紅	Pes Refill M	腮紅修容,	服貼,顯色,	https://pic.pimg.tw/styleme/1443773414-4012264330.jpg
601	shu_uemura_植村秀	創藝眼彩筆	Drawing Pencil	眼線,	顯色,防水,抗暈染,	https://pic.pimg.tw/styleme/1443773447-1125669466.jpg
604	shu_uemura_植村秀	全能奇蹟金萃潔顏油	Ultime8 Sublime Beauty Cleansing Oil	卸妝產品,	卸妝,保濕,	https://pic.pimg.tw/styleme/1443772655-2779491394.jpg
607	shu_uemura_植村秀	光燦新肌粹	TSUYA Skin Youthful Radiance Generator	精華液,	保濕,抗老,修護,均勻膚色,	https://pic.pimg.tw/styleme/1443772684-4220022891.jpg
610	shu_uemura_植村秀	黑萃型塑抗皺精露	Phyto-black Lift Intense Anti-wrinkle Concentrate	精華液,	保濕,抗老,	https://pic.pimg.tw/styleme/1443772438-3970448399.jpg
613		絕對完美唇膏（升級版）	L'absolu Rouge	唇膏,	保濕,顯色,滋潤,	https://pic.pimg.tw/styleme/1443688648-1319959349.jpg
616		激光煥白粉底液	Blanc Expert fluid Foundation	粉底液,	保濕,透亮,遮瑕,	https://pic.pimg.tw/styleme/1443688829-288577708.jpg
619		激光煥白精華玫瑰露	Blanc Expert Essence In Lotion	化妝水,	保濕,美白,透亮,淡斑,	https://pic.pimg.tw/styleme/1488287131-3186374231.jpg
622		快速眼唇卸妝液	Bi-Facil Non Only Instant Cleanser Sensitive Eyes	卸妝產品,	清潔,	https://pic.pimg.tw/styleme/1443689011-1174265458.jpg
625		愛戀亮色唇膏	Rouge In Love	唇膏,	保濕,光澤,透亮,	https://pic.pimg.tw/styleme/1443689236-591930659.jpg
628		脈沖光美白精華		精華液,	保濕,美白,透亮,	https://pic.pimg.tw/styleme/1443689317-1060727884.jpg
631		娃娃大眼防水睫毛膏	Hypnose Doll Eyes Waterproof3694	睫毛膏,	防水,抗暈染,捲翹,濃密,	https://pic.pimg.tw/styleme/1443689365-1025733950.jpg
637		超緊塑5D拉提日霜	Renergie Multi-Lift Lifting Firming Anti-Wrinkle Cream	乳霜,	保濕,滋潤,拉提,修護,	https://pic.pimg.tw/styleme/1443689511-4286211276.jpg
643	BIOTHERM_碧兒泉	三效美白精華	White-Tox Liquid Light	精華液,	保濕,美白,	https://pic.pimg.tw/styleme/1443771587-3051570540.jpg
646	BIOTHERM_碧兒泉	南極冰萃晚安凝凍	AQS Nuit SPB FL/P50ML	凝膠凝凍,	保濕,修護,	https://pic.pimg.tw/styleme/1443771614-1462786419.jpg
649	BIOTHERM_碧兒泉	曲線馬甲雙效精華	Celluli Eraser	勻體緊實產品,	保濕,緊實,平滑膚觸,	https://pic.pimg.tw/styleme/1443772261-3331972760.jpg
652	BIOTHERM_碧兒泉	淨膚零油光無瑕肌凝露	Purefect Skin Hydrating Gel	凝膠凝凍,	控油,抗痘,細緻毛孔,	https://pic.pimg.tw/styleme/1443772279-1470566711.jpg
655	BIOTHERM_碧兒泉	曲線光纖體精華	Celluli Laser	勻體緊實產品,	保濕,緊實,平滑膚觸,	https://pic.pimg.tw/styleme/1443772295-2447649606.jpg
661	SHISEIDO_資生堂	淨白肌密多效日間美肌乳( I )SPF50+/PA+++	Elixir White Day Care Revolution I	防曬隔離,	保濕,美白,防曬,	https://pic.pimg.tw/styleme/1443695072-1112024588.jpg
664	SHISEIDO_資生堂	安耐曬黃金水鑽防曬露SPF50+/PA++++	Anessa Perfect UV Sunscreen	防曬隔離,	防曬,	https://pic.pimg.tw/styleme/1443696169-3604846093.jpg
670		絕對完美極緻再生眼霜		眼部保養,	保濕,滋潤,抗老,拉提,	https://pic.pimg.tw/styleme/1443689420-3152516082.jpg
673		超抗痕修片精華	Vision Serum Plus	精華液,	保濕,抗老,平滑膚觸,	https://pic.pimg.tw/styleme/1443690403-1278275499.jpg
676	Clarisonic_科萊麗	SMART音波淨膚儀	SMART Profile	保養工具,		https://pic.pimg.tw/styleme/1443770366-2757719805.jpg
679	GIORGIO_ARMANI_亞曼尼	輕透亮絲光粉底	Luminous Silk Foundation	粉底液,	保濕,潤色,透亮,	https://pic.pimg.tw/styleme/1443765097-3630000758.png
682	GIORGIO_ARMANI_亞曼尼	無瑕絲光防曬粉底 SPF20	Lasting Silk UV Foundation SPF20	粉底液,	保濕,潤色,防曬,遮瑕,	https://pic.pimg.tw/styleme/1443765518-3977315121.png
685	GIORGIO_ARMANI_亞曼尼	奢華絲絨訂製唇萃	Lip Maestro Drama	唇彩唇蜜,	保濕,長效持妝,顯色,色彩飽和,	https://pic.pimg.tw/styleme/1471845874-3742106696.png
688	GIORGIO_ARMANI_亞曼尼	極緞光3R再生乳霜	Multi-Correcitve Rejuvenating Cream	乳霜,	保濕,滋潤,抗老,修護,	https://pic.pimg.tw/styleme/1443765630-2510467430.png
691	GIORGIO_ARMANI_亞曼尼	奢華美唇訂製唇膏	Rouge D'ARMANI Lipstick	唇膏,	長效持妝,顯色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1461315514-726247161.jpg
694	YSL_聖羅蘭	超模聚焦明采筆	Touche Eclat	遮瑕,	光澤,遮瑕,打亮,	https://pic.pimg.tw/styleme/1443767127-35479481.jpg
697	YSL_聖羅蘭	逆齡肌密抗痕修護精華油	Forever Youth Liberator Water In Oil	精華油,	保濕,滋潤,抗老,修護,	https://pic.pimg.tw/styleme/1443767150-2745348909.jpg
700	YSL_聖羅蘭	逆齡肌密眼霜	Forever Light Creator Dark Circle Corrector	眼部保養,	保濕,滋潤,抗老,修護,	https://pic.pimg.tw/styleme/1443767298-3356367258.jpg
703	YSL_聖羅蘭	玩色炫耀唇頰蜜	Baby Doll Kiss And Blush	腮紅修容,唇彩唇蜜,	服貼,好推勻,	https://pic.pimg.tw/styleme/1483540175-1783564604.png
706	YSL_聖羅蘭	逆齡肌密精萃粉底	Youth Liberator Serum Foundation	粉底液,	服貼,遮瑕,薄透,	https://pic.pimg.tw/styleme/1443767665-4254897692.jpg
709	kiehl's_契爾氏	紫鳶青春肌活露	Iris Extract Activating Treatment Essence	化妝水,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1443787973-1485273581.jpg
712	kiehl's_契爾氏	DEJ高效緊緻精華	Precision Lifting & Pore-Tightening Concentrate	精華液,	保濕,緊實,	https://pic.pimg.tw/styleme/1443787955-562658002.jpg
715	kiehl's_契爾氏	冰河保濕無油清爽潔面慕斯	Ultra Facial Oil-Free Cleanser	洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1443862346-346814808.png
718	kiehl's_契爾氏	激光極淨白機能水	Clearly Corrective Toner	化妝水,	保濕,美白,	https://pic.pimg.tw/styleme/1443787894-3113712616.jpg
721	kiehl's_契爾氏	冰河保濕無油清爽化妝水	Ultra Facial Oil-Free Toner	化妝水,	保濕,控油,	https://pic.pimg.tw/styleme/1443862089-1912276205.jpg
724	BOBBI_BROWN_芭比布朗	流雲眼線膠	Long-Wear Gel Eyeliner	眼線,	長效持妝,好上色,防水,抗暈染,	https://pic.pimg.tw/styleme/1472027585-2603178909.jpg
727	BOBBI_BROWN_芭比布朗	星紗流雲眼線膠	Long-Wear Shimmer Eyeliner	眼線,	長效持妝,珠光,好上色,防水,抗暈染,	https://pic.pimg.tw/styleme/1443762387-1342729598.jpg
733	BOBBI_BROWN_芭比布朗	微煦眼影	Eye shadow Colletion	眼影,	長效持妝,服貼,	https://pic.pimg.tw/styleme/1473133197-2113566898.png
736	BOBBI_BROWN_芭比布朗	流雲持久眼影霜	Long-Wear Cream Shadow	眼影,	長效持妝,好推勻,防水,抗暈染,	https://pic.pimg.tw/styleme/1443762367-3223105035.jpg
739	M.A.C	金屬光兩用炫采餅	Mineralize Skinfinish	腮紅修容,	光澤,透亮,打亮,修容,	https://pic.pimg.tw/styleme/1443766291-3155822351.jpg
742	M.A.C	柔礦迷光腮紅	Mineralize Blush	腮紅修容,	透亮,顯色,好上色,	https://pic.pimg.tw/styleme/1485853015-1879389371.jpg
745	M.A.C	流暢持久眼彩霜	Pro Longwear Paint Pot	眼影,	長效持妝,服貼,顯色,	https://pic.pimg.tw/styleme/1443766332-2357800034.jpg
748	M.A.C	水透嫩唇膏	Sheen Supreme	唇膏,	保濕,	https://pic.pimg.tw/styleme/1443766356-55651670.jpg
751	M.A.C	時尚專業唇膏	Lipstick 	唇膏,	保濕,長效持妝,顯色,	https://pic.pimg.tw/styleme/1485852866-1831116789.jpg
754	ORIGINS_品木宣言	漫步在雲端腿部舒緩霜	Leg Lifts_ To Rev Up Tired Legs	腿足保養,	保濕,舒緩,	https://pic.pimg.tw/styleme/1443769854-3397348826.jpg
757	ORIGINS_品木宣言	泥娃娃活性碳面膜		清潔面膜,	深層清潔,控油,細緻毛孔,	https://pic.pimg.tw/styleme/1443769989-1806196010.jpg
763	ORIGINS_品木宣言	一飲而盡深度滋潤面膜		保養面膜,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1443770152-2632384320.jpg
766	ORIGINS_品木宣言	扭轉乾坤賦活保濕凝乳	Rejuvenating Treatment Soin Rajeunissant	乳液,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1443770176-2571141548.jpg
772	CLINIQUE_倩碧	保濕潔膚水	Clarifying Moisture Lotion	化妝水,	保濕,	https://pic.pimg.tw/styleme/1443860925-4167998388.png
775	CLINIQUE_倩碧	紫晶唇眸卸妝露	Take The Day Off Make Up Remover	卸妝產品,	卸妝,	https://pic.pimg.tw/styleme/1443860784-1403689869.png
778	CLINIQUE_倩碧	水漾晶凍翹唇筆	Chubby Stick Moisturising Lip Colour Balm	唇筆,	保濕,潤色,透亮,	https://pic.pimg.tw/styleme/1443860720-2201641042.png
787		超未來立體緊緻精華	New Dimension Shape + Fill Expert Serum	精華液,	保濕,抗老,緊實,拉提,	https://pic.pimg.tw/styleme/1444028127-3724903855.png
790		絕對慾望奢華潤唇膏	Pure Color Envy	唇膏,	保濕,光澤,顯色,	https://pic.pimg.tw/styleme/1443859736-3107061655.jpg
793		超能紅石榴微循環水凝乳		乳液,	保濕,修護,	https://pic.pimg.tw/styleme/1443777739-2912987086.gif
811		純色晶灩極炫色唇膏	Pure Color	唇膏,	保濕,長效持妝,顯色,	https://pic.pimg.tw/styleme/1443777570-4226686816.jpg
814		紅石榴超能CC霜	Nutritious Rosy Prism Radiant CC Creme	CC霜,	保濕,潤色,服貼,	https://pic.pimg.tw/styleme/1443777524-675927459.jpg
817	DARPHIN_朵法	全效舒緩精華液	Intral Redness Relief Soothing Serum	精華液,	保濕,修護,舒緩,	https://pic.pimg.tw/styleme/1490946659-1638893757.png
820	DARPHIN_朵法	甘菊芳香精露	Chamomile Aromatic Care	精華油,	保濕,滋潤,修護,舒緩,	https://pic.pimg.tw/styleme/1443699584-592980907.jpg
823	DARPHIN_朵法	芳香潔淨調理膏	Aromatic Purifying Balm	乳霜,	修護,抗痘,平滑膚觸,舒緩,	https://pic.pimg.tw/styleme/1443699500-3213972244.jpg
826	LA_MER_海洋拉娜	舒芙乳霜	The Moisturizing Soft Cream	乳霜,	保濕,滋潤,抗老,修護,	https://pic.pimg.tw/styleme/1443781236-3067829035.jpg
829	LA_MER_海洋拉娜	濃縮精華露	Treatment Lotion	化妝水,	保濕,抗老,修護,	https://pic.pimg.tw/styleme/1443781225-66470898.jpg
832	NARS	All in one 亮彩膏	Cote Basque Sheer Pop Multiple	腮紅修容,	光澤,服貼,打亮,	https://pic.pimg.tw/styleme/1489631552-857523427.png
835	NARS	驚綺唇蜜筆	Velvet Gloss Lip Pencil	唇膏,	薄透,顯色,	https://pic.pimg.tw/styleme/1443682694-2859313215.jpg
838	NARS	晶采全效凝膠	Hot Sand Illuminator	妝前打底,	保濕,	https://pic.pimg.tw/styleme/1443683127-3242889782.jpg
841	NARS	無所畏眼影打底筆	Smudge Proof Eyeshadow Base	妝前打底,	潤色,	https://pic.pimg.tw/styleme/1443685887-2820105410.jpg
844	NARS	雙色眼影	Duo Eyeshadow	眼影,	服貼,顯色,色彩飽和,	https://pic.pimg.tw/styleme/1487146020-2119591155.png
847	ettusais_艾杜紗	荳蔻魔法UP EX	Ac-Skincare Skin Version Up Extra	化妝水,	保濕,修護,抗痘,	https://pic.pimg.tw/styleme/1443780589-256798769.jpg
850	ettusais_艾杜紗	護唇精華液SPF18/PA++	Lip Essence	唇部保養,	保濕,滋潤,防曬,	https://pic.pimg.tw/styleme/1443780629-1633604454.jpg
853	ettusais_艾杜紗	高機能保濕潔顏慕絲	Foamy Rich Mousse	洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1443780505-3941122207.jpg
856	IPSA_茵芙莎	自律循環遮瑕組	Creative Concealer	遮瑕,	遮瑕,	https://pic.pimg.tw/styleme/1443781089-64903638.jpg
859	IPSA_茵芙莎	3D微整型臉彩盒EX	Face Color Designing Palette	腮紅修容,	服貼,打亮,修容,	https://pic.pimg.tw/styleme/1443781076-663837487.jpg
862	IPSA_茵芙莎	美膚微整機能液	The Time Reset Aqua	化妝水,	保濕,修護,	https://pic.pimg.tw/styleme/1443781060-4211629724.jpg
865	IPSA_茵芙莎	自律循環液（舒緩2）	Metabolizer Senstive2	化妝水,	保濕,舒緩,	https://pic.pimg.tw/styleme/1443781036-2406761483.jpg
871	IPSA_茵芙莎	自律循環粉霜蜜EX SPF 15 PA+++	Cream Foundation SPF15 PA+++	粉底液,	長效持妝,服貼,防曬,遮瑕,	https://pic.pimg.tw/styleme/1443780933-2652902768.jpg
874	cle_de_peau_beaute_肌膚之鑰	光耀幻妍餅	Luminizing Face Enhancer	腮紅修容,	光澤,服貼,好上色,	https://pic.pimg.tw/styleme/1443713503-1597901990.jpg
877	cle_de_peau_beaute_肌膚之鑰	霧絨薔薇唇膏		唇膏,	保濕,霧面,	https://pic.pimg.tw/styleme/1443713517-3448540318.jpg
880	cle_de_peau_beaute_肌膚之鑰	光采保濕露	The Lotion	化妝水,	保濕,修護,	https://pic.pimg.tw/styleme/1443713539-3739452372.jpg
889	KOSE_高絲	雪肌精靚白洗顏乳	White Milky Wash	洗顏產品,	清潔,美白,	https://pic.pimg.tw/styleme/1443717839-4033796280.jpg
901	JILL_STUART_吉麗絲朵	光燦寶石眼彩凍	Jelly Eye Color N	眼影,	透亮,服貼,薄透,珠光,	https://pic.pimg.tw/styleme/1480571890-2394972825.png
913	DECORTE_黛珂		AQMW Gentle Pure Cleansing Cream	卸妝產品,	卸妝,保濕,	https://pic.pimg.tw/styleme/1443716291-3819142078.jpg
916	DECORTE_黛珂		LACOUTURE Moisturizing Base	妝前打底,	保濕,潤色,服貼,	https://pic.pimg.tw/styleme/1443716316-2317296935.jpg
919	DECORTE_黛珂	保濕賦活精華霜	Moisture Liposome Cream	乳霜,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1443716335-1231243497.jpg
925	DECORTE_黛珂	舞蝶唇膏	AQMW Lipstick	唇膏,	顯色,滋潤,	https://pic.pimg.tw/styleme/1443716383-1544741960.jpg
928	BOBBI_BROWN_芭比布朗	悅虹唇膏	Lip Color	唇膏,	保濕,長效持妝,顯色,	https://pic.pimg.tw/styleme/1443762261-2822258349.jpg
931	ORIGINS_品木宣言	青春無敵調理機能水		化妝水,	保濕,修護,抗氧化,舒緩,	https://pic.pimg.tw/styleme/1443770130-4096782008.jpg
934	innisfree	超級火山泥毛孔潔淨面膜	Super Volcanic Pore Clay Mask	清潔面膜,	去角質,深層清潔,控油,	https://pic.pimg.tw/styleme/1447748088-585358689.jpg
937	EVE_LOM	深層潔淨修護面膜	Rescue Mask	清潔面膜,	去角質,深層清潔,舒緩,	https://pic.pimg.tw/styleme/1443860864-1422368388.jpg
940	cle_de_peau_beaute_肌膚之鑰	柔膚蜜	Masque Transparence	保養面膜,	抗老,緊實,	https://pic.pimg.tw/styleme/1443760234-1443163755.png
943	Melvita_蜜葳特	歐盟BIO海百合煥白面膜	Nectar Bright Brightening Exfoliation Mask	清潔面膜,	去角質,深層清潔,美白,	https://pic.pimg.tw/styleme/1460517942-1896402460.png
946	ReVive_麗膚再生	白晶煥膚面膜	Purifying Clay Mask	清潔面膜,	去角質,深層清潔,	https://pic.pimg.tw/styleme/1443764890-1454553937.jpg
949		微分子晶透面膜	Micro Essence Infusion Mask	保養面膜,	保濕,修護,	https://pic.pimg.tw/styleme/1443777473-3869384161.jpg
952	ORIGINS_品木宣言	亮白無敵晚安面膜		保養面膜,	保濕,美白,	https://pic.pimg.tw/styleme/1443770016-2912005357.jpg
955	ALBION_艾倫比亞	健康面膜	Skin Conditioner Essential Paper Mask RX	保養面膜,	保濕,透亮,舒緩,	https://pic.pimg.tw/styleme/1442824155-1448621438.jpg
958	SHISEIDO_資生堂	驅黑淨白面膜EX	Melanoreduce EX Mask	保養面膜,	保濕,美白,淡斑,	https://pic.pimg.tw/styleme/1461125551-4043005568.jpg
961	Sulwhasoo_雪花秀	玉容面膜	Clarifying Mask	保養面膜,	保濕,透亮,	https://pic.pimg.tw/styleme/1442825459-1415402567.jpg
964	THE_BODY_SHOP_美體小舖	維他命E保水保濕面膜	Vitamin E Sink In Moisture Hydratation Intense Mask	保養面膜,	保濕,抗氧化,	https://pic.pimg.tw/styleme/1442825754-434101891.jpg
967	innisfree	綠茶保濕晚安凍膜	Green Tea Sleeping Pack	保養面膜,	保濕,抗氧化,	https://pic.pimg.tw/styleme/1442825972-3816461807.jpg
970	L'OCCITANE_歐舒丹	蠟菊活膚精華面膜霜	Immortelle Cream Mask	保養面膜,	保濕,抗老,	https://pic.pimg.tw/styleme/1442826542-2247638446.jpg
973	sisley_希思黎	黑玫瑰頂級乳霜抗老面膜	Black Rose Cream Mask	保養面膜,	保濕,抗老,	https://pic.pimg.tw/styleme/1442827273-2791217514.jpg
976	CLINIQUE_倩碧	智慧科研修護精華	Smart Custom-Repair Serum	精華液,	保濕,抗老,舒緩,	https://pic.pimg.tw/styleme/1443860676-137988702.png
979	la_prairie	黃鑽魚子緊俏菁露	Skin Caviar Liquid Lift	精華液,	保濕,抗老,拉提,修護,	https://pic.pimg.tw/styleme/1461563323-625275918.jpg
982	la_prairie	魚子美顏豐潤保濕霜	Skin Caviar Luxe Cream	乳霜,	抗老,緊實,拉提,修護,	https://pic.pimg.tw/styleme/1443701595-504645484.jpg
985	la_prairie	鑽白魚子緊膚晶露	White Caviar Illuminating Serum	精華液,	保濕,緊實,修護,美白,透亮,	https://pic.pimg.tw/styleme/1443701697-3798608654.jpg
988	Chantecaille_香緹卡	花妍香頌唇膏	Lip Chic	唇膏,	保濕,長效持妝,	https://pic.pimg.tw/styleme/1487508023-2225369255.jpg
991	Chantecaille_香緹卡	未來肌膚粉底	Future Skin	粉霜,	保濕,服貼,遮瑕,薄透,	https://pic.pimg.tw/styleme/1443698729-1320379224.jpg
994	Chantecaille_香緹卡	花妍晶瑩唇彩	Galactic Lip Shine	唇彩唇蜜,	保濕,顯色,滋潤,	https://pic.pimg.tw/styleme/1443698754-3949485528.jpg
997	Chantecaille_香緹卡	鑽石級面膜	Bio Lifting Mask	保養面膜,	滋潤,抗老,拉提,修護,	https://pic.pimg.tw/styleme/1443699011-1334429181.jpg
1000	Chantecaille_香緹卡	自然肌膚輕底妝SPF15	Just Skin Tinted Moisturizer SPF15	粉底液,	保濕,防曬,遮瑕,	https://pic.pimg.tw/styleme/1443699038-927261369.jpg
1003	SK-II	肌源新生賦活眼霜	Stempower Eye Cream	眼部保養,	滋潤,拉提,抗皺,修護,改善細紋,	https://pic.pimg.tw/styleme/1443718504-2370697268.jpg
1009	SK-II	肌光極效超淨斑精華	Whitening Power Spot Specialist	精華液,	抗老,修護,美白,淡斑,	https://pic.pimg.tw/styleme/1443718525-2484296857.jpg
1012	SK-II	全效活膚潔面乳	Facial Treatment Gentle Cleanser	洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1443719338-279456404.jpg
1015	SK-II	超解析光感鑽白修護凝霜	Cellumination Deep Surge EX	乳霜,	保濕,修護,美白,淡斑,	https://pic.pimg.tw/styleme/1443719370-4187853541.jpg
1018	SK-II	上質光．立體肌保養頰彩	Clear Pitera Cheek Color	腮紅修容,	薄透,打亮,	https://pic.pimg.tw/styleme/1443719399-275512417.jpg
1021	SK-II	上質光．豐潤持色保養唇膏	Color Clear Beauty Moisture Lipstick	唇膏,	保濕,光澤,	https://pic.pimg.tw/styleme/1443719410-1424523112.jpg
1024	SK-II	光透晶緻水凝粉霜SPF20 PA++	Facial Treatment Cream Foundation	粉霜,	長效持妝,防曬,遮瑕,	https://pic.pimg.tw/styleme/1443719461-2573187262.jpg
1027	AVEDA_肯夢	美體去角質凝乳	Smoothing Body Polish	身體去角質,	深層清潔,去角質,	https://pic.pimg.tw/styleme/1443780202-1558040954.jpg
1030	AVEDA_肯夢	蘊活菁華洗髮精	Invati Exfoliating Shampoo	洗髮品,	豐盈,清潔,	https://pic.pimg.tw/styleme/1443780187-4223732677.jpg
1033	AVEDA_肯夢	復原配方修護精華		護髮品,	保濕,柔順,修護,	https://pic.pimg.tw/styleme/1443780172-934617970.jpg
1036	L'OCCITANE_歐舒丹	乳油木護手霜	Shea Butter Hand Cream	手部保養,	保濕,滋潤,	https://pic.pimg.tw/styleme/1443699815-1621454724.jpg
